rank,stock_id,name,market,industry_category,signal,long_score,raw_long_score,risk_penalty,close,ret_1d,turnover,money_ma20,vol_ratio_5,intraday_pos,rsi14,macd_hist,close_vwap_diff,breakout_20d,near_limit_up,long_upper_shadow,reasons
335,8039,台虹,twse,電子工業,低優先,37.77967694171717,50.77967694171717,13.0,149.5,-0.009933774834437137,1819715575.0,1168038577.85,1.2711622443887405,0.0,51.639344262295076,0.44094714754209163,-0.030197848913833703,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分
336,3592,瑞鼎,twse,電子工業,低優先,37.74528810119606,37.74528810119606,0.0,275.5,0.020370370370370372,266227615.0,293173570.1,0.5706312793658338,0.7142857142857143,50.0,-1.006439473041099,0.004348940285552327,False,False,False,RSI健康
337,6505,台塑化,twse,油電燃氣業,低優先,37.58718222074621,50.58718222074621,13.0,59.5,0.01018675721561979,1117681394.0,675846401.85,0.93049662074378,0.40624999999999967,65.81632653061227,0.6273873844191701,-0.00697483651588815,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分
338,6691,洋基工程,twse,其他電子業,低優先,37.56274700198336,42.56274700198336,5.0,748.0,-0.018372703412073532,939067510.0,981194760.6,0.9593935790265624,0.0,48.30188679245283,-0.5568200393156388,-0.011677876066652604,False,False,False,RSI健康、產業相對強、收低於VWAP扣分
339,6669,緯穎,twse,電子工業,低優先,37.54406040096396,42.54406040096396,5.0,5035.0,-0.043684710351377,6402455545.0,9075576646.75,0.5975526227984291,0.12121212121212122,52.890792291220556,40.94907298008747,-0.012713201119149642,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分
340,4128,中天,tpex,生技醫療業,低優先,37.495239166983744,60.495239166983744,23.0,17.9,0.0437317784256559,267616640.0,49631502.1,2.413407352079485,0.13636363636363488,79.59183673469383,0.2747294688215084,-0.02850305982468071,True,False,False,量破5日高、接近20日突破、MACD動能擴大、收低於VWAP扣分、流動性不足扣分
341,6790,永豐實,twse,造紙工業,低優先,37.30728286063052,51.30728286063052,14.0,40.95,0.002447980416156792,8097406.0,9341786.4,0.6636354673128814,0.6000000000000227,66.21621621621618,0.08657678184166812,0.0007542662427943991,True,False,False,接近20日突破、MACD動能擴大、RSI健康、流動性不足扣分
342,5310,天剛,tpex,資訊服務業,低優先,37.21691247402876,51.21691247402876,14.0,25.95,0.0591836734693878,102688.0,543276.3,0.24070926279513807,1.0,59.393939393939405,0.18141264171235283,0.04494439467123712,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
343,6133,金橋,twse,電子工業,低優先,37.20048599652001,51.20048599652001,14.0,27.5,0.06589147286821695,252858100.0,75999029.2,1.0886593542800347,1.0,67.32673267326733,0.4335833596477426,0.01873191920685957,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
344,3362,先進光,tpex,光電業,低優先,37.18252115059222,42.18252115059222,5.0,169.5,-0.0935828877005348,892401854.0,1599730924.6,1.293690481224828,0.044444444444444446,47.48201438848921,-4.267417852834058,-0.03893604696612385,False,False,False,RSI健康、收低於VWAP扣分
345,1604,聲寶,twse,電器電纜,低優先,37.161531180264355,59.161531180264355,22.0,23.8,0.01276595744680864,20210755.0,11100133.7,1.3383749964576637,0.5,62.162162162162154,0.04505772821671013,0.0010711524631317193,True,False,True,接近20日突破、MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
346,3141,晶宏,tpex,半導體業,低優先,37.14113915317355,51.14113915317355,14.0,83.2,0.006045949214026569,548770682.0,153764784.2,1.561234305992499,0.5000000000000019,69.56521739130434,0.43071889684438114,-0.0008713825568400502,False,False,False,MACD動能擴大、產業相對強、流動性不足扣分
347,4571,鈞興-KY,twse,電機機械,低優先,37.133838896580016,51.133838896580016,14.0,180.5,0.03735632183908044,86787768.0,63787778.6,1.4890750211263308,0.8181818181818182,50.617283950617285,0.752298254385483,0.004890285921398396,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
348,2375,凱美,twse,電子零組件業,低優先,37.10285104227816,42.10285104227816,5.0,208.5,-0.03472222222222221,3117503420.0,3769720111.35,0.631564427861614,0.22448979591836735,55.9748427672956,-1.6252740632291882,-0.02430440348963603,False,False,False,RSI健康、收低於VWAP扣分
349,2347,聯強,twse,電子通路業,低優先,37.08664123551159,37.08664123551159,0.0,93.8,-0.010548523206751037,860206580.0,847973483.0,1.043411074347023,0.2727272727272704,57.07762557077625,-0.1357912280278042,-0.0036895811701417314,False,False,False,RSI健康
350,8027,鈦昇,tpex,電機機械,低優先,36.913292664826194,41.913292664826194,5.0,239.0,-0.04016064257028118,1456817788.0,1298944335.85,1.6912597205734698,0.21052631578947367,50.0,-0.17008501949218702,-0.007440919577788696,False,False,False,RSI健康、收低於VWAP扣分
351,6732,昇佳電子,tpex,半導體業,低優先,36.899627233060016,69.89962723306002,33.0,209.0,0.10000000000000009,470962918.0,64080794.1,2.7205258344928067,1.0,84.66666666666667,4.170119463015244,0.012607956535550358,True,True,False,量破5日高、接近20日突破、收在高檔、MACD動能擴大、RSI過熱扣分、產業相對強、近漲停過熱扣分、流動性不足扣分
352,3711,日月光投控,twse,電子工業,低優先,36.871240834743375,41.871240834743375,5.0,679.0,-0.004398826979472137,16106026547.0,17237646563.65,0.8542098061452136,0.08333333333333333,65.94982078853047,3.5257498143130945,-0.016481883239503725,False,False,False,RSI健康、收低於VWAP扣分
353,4192,杏國,tpex,生技醫療業,低優先,36.795560861284365,50.795560861284365,14.0,21.3,0.039024390243902474,134397.0,258652.45,0.5599958026548209,1.0,52.52525252525252,0.017050965139979078,0.014942297819147798,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
354,2701,萬企,twse,觀光餐旅,低優先,36.780565039794,50.780565039794,14.0,10.8,0.0,717390.0,953253.5,0.6873371665644563,0.7500000000000044,62.50000000000008,0.027976907139020332,0.00563041023710964,True,False,False,接近20日突破、MACD動能擴大、RSI健康、流動性不足扣分
355,1102,亞泥,twse,水泥工業,低優先,36.710106098936606,49.710106098936606,13.0,36.55,0.00274348422496562,422198512.0,726441720.55,0.3528581612753312,0.29999999999999716,61.7021276595744,0.0744561667651088,-0.005392475305550204,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分
356,1733,五鼎,twse,生技醫療業,低優先,36.561056011106764,58.561056011106764,22.0,30.25,0.01340033500837512,8107386.0,6069914.75,1.5683353851647888,0.4615384615384611,62.49999999999998,0.08057268758350658,-0.003719077887743283,False,False,True,量破5日高、MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
357,3406,玉晶光,twse,電子工業,低優先,36.49124947630671,44.49124947630671,8.0,653.0,0.02672955974842761,1762755506.0,3313150026.55,1.369589550419943,0.5365853658536586,37.78501628664495,-16.15171164311328,-0.0008103228128563122,False,False,True,長上影扣分
358,4938,和碩,twse,電腦及週邊設備業,低優先,36.45766958929398,44.45766958929398,8.0,84.5,0.010765550239234534,1229325654.0,2261441567.7,1.1730832904723325,0.40909090909091117,52.55102040816326,-0.2685092439036225,-0.0013786273754927691,False,False,True,RSI健康、產業相對強、長上影扣分
359,4183,福永生技,tpex,生技醫療業,低優先,36.43150733816465,50.43150733816465,14.0,14.6,0.0,43800.0,115195.2,0.2625269090081733,0.5,59.047619047619044,0.12576786482149419,0.0,True,False,False,接近20日突破、MACD動能擴大、RSI健康、流動性不足扣分
360,2390,云辰,twse,電子工業,低優先,36.42964430932265,59.42964430932265,23.0,13.45,0.015094339622641506,70632382.0,18717479.1,2.257978164925241,0.11111111111111067,63.855421686746986,0.05115980704756873,-0.0208414109551055,True,False,False,量破5日高、接近20日突破、MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
361,3036,文曄,twse,電子工業,低優先,36.36378281053408,36.36378281053408,0.0,219.0,-0.011286681715575675,1568813631.0,3071895391.0,0.7442305398085021,0.38461538461538464,43.39622641509434,0.2904870401028319,0.0016470139913005166,False,False,False,MACD動能擴大
362,5392,能率,tpex,光電業,低優先,36.35274639529334,41.35274639529334,5.0,48.55,0.0,301971014.0,331676449.3,0.7601593245143197,0.3555555555555543,59.681697612732094,0.392500728806612,-0.007103983331327335,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分
363,5269,祥碩,twse,電子工業,低優先,36.347382966723075,41.347382966723075,5.0,1520.0,-0.006535947712418277,1567387720.0,1755684573.25,0.6757601128960111,0.0,68.91891891891892,9.89414891230063,-0.008461339737943052,False,False,False,MACD動能擴大、收低於VWAP扣分
364,4581,光隆精密-KY,twse,汽車工業,低優先,36.33824159344337,50.33824159344337,14.0,50.8,0.01195219123505975,604800.0,640964.25,1.08875138362155,1.0,81.25000000000011,0.06567087735400745,0.007936507936507908,True,False,False,接近20日突破、收在高檔、MACD動能擴大、流動性不足扣分
365,2377,微星,twse,電腦及週邊設備業,低優先,36.270659898477156,41.270659898477156,5.0,142.5,-0.0034965034965035446,1495945410.0,2467213497.3,0.4880408937846469,0.125,54.09836065573771,-0.2912751271144023,-0.009760799025413602,False,False,False,RSI健康、產業相對強、收低於VWAP扣分
366,0052,富邦科技,twse,ETF,低優先,36.26463505084276,41.26463505084276,5.0,63.55,0.0,1054291586.0,2040855708.4,0.6479579714283196,0.29166666666666125,57.52895752895751,-0.11333448786282263,-0.004106108174897316,False,False,False,RSI健康、收低於VWAP扣分
367,3646,艾恩特,tpex,電子零組件業,低優先,36.21100394811057,55.21100394811057,19.0,23.5,0.0064239828693790635,1159249.0,602147.7,1.8696801822740052,0.2500000000000022,51.219512195121965,0.003446546431908823,-0.005224934418748717,False,False,False,量破5日高、MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
368,6944,兆聯實業,twse,綠能環保,低優先,36.206515811012295,36.206515811012295,0.0,981.0,-0.011088709677419373,321286877.0,732141062.0,0.7720287022978536,0.5416666666666666,45.62043795620438,-5.31607074498497,-0.00046581423243130526,False,False,False,RSI健康
369,6456,GIS-KY,twse,電子工業,低優先,36.1940871624795,36.1940871624795,0.0,71.2,0.06110283159463492,529651541.0,489155586.5,1.1261511187812725,0.8421052631578961,47.073791348600516,-0.5263982052927032,0.009974808324026085,False,False,False,收在高檔、RSI健康
370,6739,竹陞科技,tpex,其他電子類,低優先,36.11175051414713,49.11175051414713,13.0,1315.0,0.011538461538461497,1311128505.0,341431106.65,1.7602536367850599,0.08333333333333333,62.1580547112462,28.970557602707913,-0.04027948427526562,True,False,True,接近20日突破、MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分
371,2516,新建,twse,建材營造,低優先,36.07128611497406,50.07128611497406,14.0,14.0,-0.007092198581560294,5432674.0,4134589.95,1.6653031341383993,0.6666666666666666,61.11111111111111,0.03292181803679578,0.008194491331524612,False,False,False,量破5日高、RSI健康、流動性不足扣分
372,7734,印能科技,tpex,半導體業,低優先,36.03341246479172,41.03341246479172,5.0,2955.0,-0.07366771159874608,552578035.0,741230479.0,1.895618210216719,0.14516129032258066,50.55928411633109,-17.8876863434268,-0.012196105478568309,False,False,False,量破5日高、RSI健康、產業相對強、收低於VWAP扣分
373,2618,長榮航,twse,航運業,低優先,36.03256063169759,41.03256063169759,5.0,43.55,-0.006841505131128911,1795704689.0,2623557059.6,0.8827167079610431,0.16666666666665877,68.18181818181814,-0.05748520020769621,-0.005869936585101931,False,False,False,收低於VWAP扣分
374,2324,仁寶,twse,電腦及週邊設備業,低優先,36.01913705583757,49.01913705583757,13.0,35.7,0.02145922746781115,1969855394.0,2834288956.9,1.2729937611758573,0.37500000000000056,39.40886699507389,-0.4366029935236818,-0.006793669393581836,False,False,True,產業相對強、長上影扣分、收低於VWAP扣分
375,3131,弘塑,tpex,半導體業,低優先,36.00420755781162,41.00420755781162,5.0,3425.0,-0.095112285336856,1959908585.0,1588104910.75,1.1926053067011835,0.025,55.09708737864077,8.14143923924047,-0.02812839610067841,False,False,False,RSI健康、產業相對強、收低於VWAP扣分
376,1210,大成,twse,食品工業,低優先,35.99882349014583,48.99882349014583,13.0,58.8,0.01379310344827589,232460483.0,252386453.9,0.9039362557461037,0.49999999999999745,73.43750000000003,0.29601963820168764,-0.004889089901787824,True,False,True,接近20日突破、MACD動能擴大、長上影扣分、收低於VWAP扣分
377,8482,商億-KY,twse,居家生活,低優先,35.93077312332969,49.93077312332969,14.0,49.25,0.024973985431841816,145500.0,368410.45,0.4667662434652726,1.0,60.63348416289594,0.013204632555048116,0.015463917525773141,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
378,2460,建通,twse,電子零組件業,低優先,35.901589915021376,62.901589915021376,27.0,39.5,0.019354838709677358,109372524.0,81113831.85,1.8759804497250685,0.3863636363636365,62.90322580645159,0.2656277569492773,-0.006569575005876183,False,False,True,量破5日高、MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
379,2457,飛宏,twse,電子工業,低優先,35.89988744068487,48.89988744068487,13.0,30.15,0.02203389830508473,161972242.0,250609503.45,1.3491855173247604,0.24137931034482624,51.92307692307693,-0.09614540591880305,-0.013734685477774677,False,False,True,量破5日高、RSI健康、長上影扣分、收低於VWAP扣分
380,4190,佐登-KY,twse,生技醫療業,低優先,35.88319219698441,49.88319219698441,14.0,26.05,0.017578125,892795.0,2215339.25,0.3569541679011629,1.0,65.85365853658539,0.20894557365245695,0.005387406963524688,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
381,2327,國巨*,twse,電子工業,低優先,35.839913786157446,40.839913786157446,5.0,1005.0,-0.038277511961722466,43370591885.0,61073873838.95,0.814791641483369,0.2857142857142857,54.81481481481482,-17.55023906673398,-0.005608592699057224,False,False,False,RSI健康、收低於VWAP扣分
382,6223,旺矽,tpex,半導體業,低優先,35.82603496897913,40.82603496897913,5.0,6855.0,-0.07113821138211385,4378108040.0,6826426563.75,0.6751499913791786,0.0,55.58510638297872,27.037810888518038,-0.031276809240184944,False,False,False,RSI健康、產業相對強、收低於VWAP扣分
383,0050,元大台灣50,twse,ETF,低優先,35.82530967414219,40.82530967414219,5.0,108.25,-0.0009229349330871495,8237066196.0,16032843623.75,0.91201356508227,0.2894736842105261,57.00934579439252,-0.23615324222095335,-0.004058195928573816,False,False,False,RSI健康、收低於VWAP扣分
384,3290,東浦,tpex,電子零組件業,低優先,35.82434757751395,48.82434757751395,13.0,70.4,0.0,215972067.0,217097311.3,1.965753532718734,0.19047619047619305,67.09956709956708,-0.1258699313372107,-0.02525113120299949,False,False,True,量破5日高、RSI健康、長上影扣分、收低於VWAP扣分
385,3580,友威科,tpex,其他電子類,低優先,35.79706847929672,57.79706847929672,22.0,101.5,0.027327935222672073,163074570.0,156038618.35,1.629201352850104,0.4827586206896549,55.74712643678161,0.05907098521713461,-0.002489042282926235,False,False,True,量破5日高、MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
386,1451,年興,twse,紡織纖維,低優先,35.78358921397803,49.78358921397803,14.0,17.45,0.00287356321839094,3984065.0,3098827.85,1.3594798951619893,0.7499999999999956,67.74193548387106,0.07324859457663664,0.002802376467251344,False,False,False,MACD動能擴大、RSI健康、流動性不足扣分
387,8401,白紗科,tpex,其他,低優先,35.7643880428652,49.7643880428652,14.0,23.1,0.004347826086956497,1484521.0,920824.65,1.6984800096807966,1.0,50.0,0.06875073653336689,0.004668509236312568,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
388,6198,瑞築,tpex,建材營造,低優先,35.68603160060555,58.68603160060555,23.0,21.35,0.03640776699029136,691021.0,257609.45,2.4580451747985537,0.0,58.69565217391312,0.07534614452884533,-0.04243062077708204,True,False,False,量破5日高、接近20日突破、MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
389,2527,宏璟,twse,建材營造,低優先,35.674208769796046,57.674208769796046,22.0,42.6,0.03398058252427183,51180318.0,53059082.3,1.3698627638302092,0.5675675675675694,70.41420118343197,0.16274993553172634,0.00015988177330195086,True,False,True,接近20日突破、MACD動能擴大、長上影扣分、流動性不足扣分
390,4438,廣越,twse,紡織纖維,低優先,35.65813874788497,49.65813874788497,14.0,62.6,0.00967741935483879,4420296.0,4347808.6,1.399542738907075,0.6666666666666693,54.11764705882346,0.15322079452982276,0.003883812305782275,False,False,False,MACD動能擴大、RSI健康、流動性不足扣分
391,4746,台耀,twse,化學生技醫療,低優先,35.657964652674806,62.657964652674806,27.0,55.1,0.012867647058823595,112477474.0,41153758.05,1.7236198791927642,0.15789473684210703,66.01941747572818,0.36304227427084385,-0.012745328900256037,True,False,True,量破5日高、接近20日突破、MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
392,2486,一詮,twse,電子工業,低優先,35.65138485552014,48.65138485552014,13.0,259.5,0.04216867469879526,2548428930.0,2110531426.2,1.2259613985751279,0.5116279069767442,53.76712328767123,-0.061887055796629564,-0.013196671134948934,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分
393,1475,業旺,twse,紡織纖維,低優先,35.64995796044268,49.64995796044268,14.0,27.95,0.01821493624772308,307348.0,808147.75,0.7234840537138061,0.7272727272727237,60.273972602739576,0.11554114947806071,0.0034238062391815927,True,False,False,接近20日突破、MACD動能擴大、RSI健康、流動性不足扣分
394,4153,鈺緯,tpex,生技醫療業,低優先,35.639418257996944,55.639418257996944,20.0,31.3,0.012944983818770295,1543831.0,710434.55,2.0478621777412824,0.8928571428571438,82.97872340425526,0.1290845987858421,0.021355381515204774,False,False,False,量破5日高、收在高檔、MACD動能擴大、RSI過熱扣分、流動性不足扣分
395,9110,越南控-DR,twse,存託憑證,低優先,35.58258745771153,53.58258745771153,18.0,3.36,0.04999999999999982,77630.0,161409.45,1.6180819883025424,0.9534883720930232,46.29629629629629,-0.032021204978089815,0.056129846708746545,False,False,False,量破5日高、收在高檔、RSI健康、流動性不足扣分
396,6284,佳邦,tpex,電子零組件業,低優先,35.479665620439235,40.479665620439235,5.0,105.0,-0.02777777777777779,427611177.0,653640710.5,0.696564376977256,0.25,51.196172248803826,0.0901551150843165,-0.005706684322706601,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分
397,1442,名軒,twse,建材營造,低優先,35.40543004023443,49.40543004023443,14.0,28.7,0.007017543859649145,13913091.0,12865421.4,1.1698364763942917,0.57142857142857,60.46511627906976,0.10625184705180249,-0.001618662596255649,True,False,False,接近20日突破、MACD動能擴大、RSI健康、流動性不足扣分
398,4207,環泰,tpex,食品工業,低優先,35.3725074313868,49.3725074313868,14.0,20.0,0.0,8984098.0,3495372.75,1.5918416904498534,0.7999999999999972,57.49999999999998,0.023988777901068098,0.004009528836395271,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
399,3596,智易,twse,電子工業,低優先,35.35534792933517,40.35534792933517,5.0,197.0,-0.0025316455696202667,343796106.0,448567836.05,0.8770881469060192,0.35714285714285715,54.54545454545455,0.6016164094487726,-0.005366791443530694,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分
400,2480,敦陽科,twse,電子工業,低優先,35.325007542979364,62.325007542979364,27.0,162.0,0.01567398119122254,121397733.0,90746727.2,1.4578933318213818,0.3333333333333333,56.470588235294116,0.6823099939879915,-0.01178021174415178,True,False,True,量破5日高、接近20日突破、MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
401,5314,世紀*,tpex,其他,低優先,35.32388823028835,40.32388823028835,5.0,67.6,-0.054545454545454675,2548350359.0,523515475.9,1.6198526120504948,0.013333333333332576,63.15789473684209,1.6053473427497147,-0.056436078065983164,False,False,False,量破5日高、RSI健康、收低於VWAP扣分
402,9945,潤泰新,twse,其他,低優先,35.28462272159602,40.28462272159602,5.0,26.5,0.0,509172094.0,331557061.0,1.3761365701104826,0.27272727272727154,43.03797468354428,-0.11860165959364088,-0.004695643237667246,False,False,False,量破5日高、收低於VWAP扣分
403,2948,寶陞,tpex,居家生活類,低優先,35.23608009024253,49.23608009024253,14.0,38.6,0.056087551299589755,81883.0,219328.5,0.28352138546313305,1.0,53.6231884057971,0.04473627702148822,0.018704737247047687,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
404,4912,聯德控股-KY,twse,電子零組件業,低優先,35.232025797591916,57.232025797591916,22.0,89.9,0.018120045300113352,34877837.0,42342127.9,1.466307285747745,0.5217391304347845,46.52406417112301,0.29175171238888886,0.0037153278742600993,False,False,True,量破5日高、MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
405,6409,旭隼,twse,其他電子業,低優先,35.225413745870604,54.225413745870604,19.0,1290.0,0.027888446215139417,2788586630.0,1851097776.7,0.9145475119231264,0.14285714285714285,82.86778398510242,31.17229165429353,-0.03171911858445653,False,False,True,MACD動能擴大、RSI過熱扣分、產業相對強、長上影扣分、收低於VWAP扣分
406,3702,大聯大,twse,電子工業,低優先,35.17276367738297,48.17276367738297,13.0,110.0,0.0,918340311.0,1595802368.85,0.40778487502149446,0.16666666666666666,54.54545454545455,0.08656556542955085,-0.009665666304394693,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分
407,1512,瑞利,twse,汽車工業,低優先,35.12976576755913,57.12976576755913,22.0,7.21,0.00839160839160824,1830199.0,901908.45,1.6697605712796126,0.5294117647058817,59.88700564971751,0.04044827387478555,-0.0007317455642801285,False,False,True,量破5日高、MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
408,6613,朋億*,tpex,其他電子類,低優先,35.11297018363798,35.11297018363798,0.0,354.0,-0.01666666666666672,132085793.0,240100201.2,1.2594980381545122,0.2857142857142857,53.29512893982808,-2.3089526967634058,-0.002052158629959555,False,False,False,RSI健康
409,1603,華電,twse,電器電纜,低優先,35.10454596728705,57.10454596728705,22.0,32.9,0.009202453987730008,10902361.0,9386955.3,1.1152394388836022,0.3333333333333307,62.0253164556962,0.14013226405022283,-0.003360969243267564,False,False,True,量破5日高、MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
410,4440,宜新實業,twse,紡織纖維,低優先,35.085452871503904,49.085452871503904,14.0,18.25,0.03988603988603989,5236227.0,7803540.5,0.21514492940874907,0.8749999999999983,76.31578947368423,0.11039103596587097,0.009833702778737408,True,False,False,接近20日突破、收在高檔、MACD動能擴大、流動性不足扣分
411,6486,互動,tpex,通信網路業,低優先,35.064348561759736,49.064348561759736,14.0,84.3,0.009580838323353325,7658784.0,6857921.85,1.057689191379031,1.0,63.74999999999999,0.33197960602207394,0.005794836360445643,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
412,6109,亞元,tpex,通信網路業,低優先,35.05401498670533,62.05401498670533,27.0,14.2,0.014285714285714235,33810256.0,12188794.6,1.8368743703393107,0.14285714285714232,75.86206896551725,0.19625042515452995,-0.035907938703569675,True,False,True,量破5日高、接近20日突破、MACD動能擴大、長上影扣分、收低於VWAP扣分、流動性不足扣分
413,6645,金萬林-創,twse,化學生技醫療,低優先,35.050558375634445,57.050558375634445,22.0,16.15,0.03858520900321527,581998.0,1810221.8,1.4863599783204955,0.49999999999999406,57.39130434782607,-0.023627771134354325,0.00452235231048892,False,False,True,量破5日高、RSI健康、長上影扣分、流動性不足扣分
414,4205,中華食,tpex,食品工業,低優先,35.03668286514453,49.03668286514453,14.0,73.3,0.00136612021857907,2046967.0,2465414.8,1.292892213520236,1.0,47.619047619047606,0.07263714423892934,0.0014008530670008845,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
415,4161,聿新科,tpex,生技醫療業,低優先,34.98606065958759,48.98606065958759,14.0,23.45,0.006437768240343367,768871.0,1513893.5,0.35528161521056545,0.3999999999999915,67.85714285714288,0.07086009957775616,-0.0019725675698525347,True,False,False,接近20日突破、MACD動能擴大、RSI健康、流動性不足扣分
416,6191,精成科,twse,電子零組件業,低優先,34.92910692654569,39.92910692654569,5.0,107.0,-0.0092592592592593,1227189059.0,1504945285.45,0.48705299789162826,0.0,56.21118012422361,0.8091911228800845,-0.01493014044219898,False,False,False,RSI健康、收低於VWAP扣分
417,3609,三一東林,tpex,電子零組件業,低優先,34.871917653694325,48.871917653694325,14.0,28.35,0.023465703971119245,10554502.0,7911400.5,1.0816176542416047,0.8500000000000014,56.98924731182796,0.10959881029948776,0.01119860510709092,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
418,1215,卜蜂,twse,食品工業,低優先,34.829312662340456,34.829312662340456,0.0,113.0,0.004444444444444473,203864005.0,221621508.35,1.1022418872774857,1.0,41.935483870967744,0.48870332401093197,0.009987084281994685,False,False,False,收在高檔、MACD動能擴大
419,2539,櫻花建,twse,建材營造,低優先,34.75166446696731,48.75166446696731,14.0,39.7,0.010178117048346147,38052575.0,53769527.6,1.0779748894651753,0.8571428571428644,55.30303030303032,0.14029194344170448,0.0032632666777479002,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
420,2472,立隆電,twse,電子工業,低優先,34.7366429186333,39.7366429186333,5.0,405.0,-0.04705882352941182,3555954498.0,4980313575.65,0.5024179760542882,0.21052631578947367,52.94117647058823,-1.618201865395946,-0.012610349211504501,False,False,False,RSI健康、收低於VWAP扣分
421,3008,大立光,twse,電子工業,低優先,34.69109362463895,34.69109362463895,0.0,4135.0,-0.022458628841607542,8605759010.0,14246183036.5,0.8495283250644521,0.46296296296296297,44.17177914110429,-132.8093085261002,-0.00146515374011158,False,False,False,
422,1709,和益,twse,化學生技醫療,低優先,34.61087986463621,56.61087986463621,22.0,24.85,0.04852320675105504,148134131.0,51456036.7,1.2974327463238413,0.5555555555555565,81.89655172413796,0.27564170779373676,0.005169818021209416,True,False,True,接近20日突破、MACD動能擴大、長上影扣分、流動性不足扣分
423,9962,有益,tpex,鋼鐵工業,低優先,34.528924268061274,48.528924268061274,14.0,9.85,0.004077471967380175,831502.0,689603.55,1.2576887510067716,0.6363636363636319,56.60377358490567,0.007946384058162188,-0.0011069726831686166,False,False,False,MACD動能擴大、RSI健康、流動性不足扣分
424,8162,微矽電子-創,twse,創新板股票,低優先,34.426649249238835,53.426649249238835,19.0,85.8,0.08333333333333326,176840413.0,65928270.65,3.0494237080231588,0.7547169811320759,64.36525612472158,-0.3106144684610026,-0.004185711780711698,False,False,False,量破5日高、RSI健康、收低於VWAP扣分、流動性不足扣分
425,4767,誠泰科技,tpex,化學工業,低優先,34.42587192072983,48.42587192072983,14.0,27.5,0.005484460694698212,219300.0,354270.15,0.38317479476200056,1.0,56.249999999999964,0.002327025364761412,0.0031919744642041614,False,False,False,收在高檔、MACD動能擴大、RSI健康、流動性不足扣分
426,6666,羅麗芬-KY,twse,生技醫療業,低優先,34.380565532551806,48.380565532551806,14.0,43.45,-0.009122006841505104,2473210.0,2529959.4,1.3629047280160864,0.6428571428571443,58.333333333333364,-0.019749620139721147,0.0026206832416173498,False,False,False,量破5日高、RSI健康、流動性不足扣分
427,9949,琉園,tpex,文化創意業,低優先,34.336914833615346,61.336914833615346,27.0,28.45,0.06156716417910446,3340584.0,1177671.75,2.657199288240032,0.5250000000000004,71.29186602870814,0.3734523666805099,-0.0054716031687873645,False,False,True,量破5日高、MACD動能擴大、長上影扣分、收低於VWAP扣分、流動性不足扣分
428,2834,臺企銀,twse,金融保險,低優先,34.314913910528425,42.314913910528425,8.0,18.0,0.0027855153203342198,399743137.0,723433995.9,0.8169448346472332,0.3333333333333333,67.50000000000001,-0.01376777056284828,-0.002581915496400411,False,False,True,RSI健康、長上影扣分
429,1232,大統益,twse,食品工業,低優先,34.299205763215916,53.299205763215916,19.0,149.0,0.017064846416382284,140900926.0,39712993.3,2.0976860586200883,0.09090909090909091,66.66666666666666,0.593127150460395,-0.013279628836506019,False,False,False,量破5日高、MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
