rank,stock_id,name,market,industry_category,signal,long_score,raw_long_score,risk_penalty,close,ret_1d,turnover,money_ma20,vol_ratio_5,intraday_pos,rsi14,macd_hist,close_vwap_diff,breakout_20d,near_limit_up,long_upper_shadow,reasons
1137,3010,華立,twse,電子通路業,低優先,14.174253950007191,19.17425395000719,5.0,127.0,-0.0078125,61697344.0,216307864.1,0.4506220914769172,0.0,41.07142857142856,0.008268624685753068,-0.008846863813132821,False,False,False,MACD動能擴大、收低於VWAP扣分
1138,6830,汎銓,twse,電子工業,低優先,14.139090471575742,19.13909047157574,5.0,439.5,-0.034065934065934056,469231032.0,685950620.9,0.741304480035709,0.3064516129032258,38.23064770932069,-3.8265725430584325,-0.011297174821123135,False,False,False,收低於VWAP扣分
1139,2338,光罩,twse,電子工業,低優先,14.134245616753546,19.134245616753546,5.0,50.6,-0.01747572815533982,133371247.0,300632905.6,0.5781761392287599,0.1200000000000017,41.08108108108109,-0.017758941078128296,-0.010976722741446565,False,False,False,收低於VWAP扣分
1140,4729,熒茂,tpex,光電業,低優先,14.124595244456323,41.12459524445632,27.0,23.2,0.013100436681222849,15492704.0,16320602.4,1.0752422462019193,0.2631578947368423,51.754385964912274,0.015343661223689048,-0.010230725378862271,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1141,8466,美吉吉-KY,twse,其他,低優先,14.103552925890298,28.1035529258903,14.0,17.3,-0.005747126436781436,1194231.0,1414321.5,0.3786668419956825,0.6250000000000022,66.66666666666698,0.20968116308899654,0.001177829079968662,False,False,False,RSI健康、流動性不足扣分
1142,4736,泰博,twse,生技醫療業,低優先,14.088584320360972,36.08858432036097,22.0,125.5,-0.003968253968253954,11983123.0,18019752.9,0.9182064101402303,0.3333333333333333,53.846153846153854,0.10314993576402226,-0.0024931313815271805,False,False,True,MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
1143,4737,華廣,twse,生技醫療業,低優先,14.061987519706406,28.061987519706406,14.0,56.7,0.0,4470480.0,4481902.9,0.8246059363695003,0.500000000000003,61.25000000000002,0.15790243308558183,0.0020363585118376992,False,False,False,RSI健康、流動性不足扣分
1144,6823,濾能,tpex,半導體業,低優先,14.052037069451728,36.05203706945173,22.0,70.8,-0.0028169014084507005,6871196.0,8291822.4,0.702301877323581,0.34482758620689585,64.86486486486487,0.7005965502139975,0.003598209103626182,False,False,True,MACD動能擴大、RSI健康、產業相對強、長上影扣分、流動性不足扣分
1145,2221,大甲,tpex,其他,低優先,14.002205301748461,36.00220530174846,22.0,48.6,0.009345794392523477,10766102.0,39981547.6,0.7163105811786667,0.40000000000000097,60.32863849765258,-0.1085890860917782,0.004005275075417369,False,False,True,RSI健康、長上影扣分、流動性不足扣分
1146,5201,凱衛,tpex,資訊服務業,低優先,13.99402375501807,27.99402375501807,14.0,27.0,-0.00917431192660545,3935497.0,2810923.05,1.403793036783805,0.5882352941176461,28.86597938144328,0.07066039611926289,0.006297044566416998,False,False,False,MACD動能擴大、流動性不足扣分
1147,6712,長聖,tpex,生技醫療業,低優先,13.984595922971558,40.98459592297156,27.0,161.5,0.012539184952978122,129687960.0,120472885.65,0.8393126482842963,0.14285714285714285,74.46808510638297,1.5618545649926352,-0.011701336808752294,False,False,True,MACD動能擴大、長上影扣分、收低於VWAP扣分、流動性不足扣分
1148,3083,網龍,tpex,文化創意業,低優先,13.982880636447284,32.982880636447284,19.0,28.4,0.0,5313898.0,10113226.7,1.3751929349516663,0.2631578947368413,44.87179487179485,-0.09936245741334647,-0.007648396713674233,False,False,False,量破5日高、收低於VWAP扣分、流動性不足扣分
1149,3628,盈正,tpex,其他電子類,低優先,13.950869630186993,32.95086963018699,19.0,77.4,-0.008962868117797562,40878350.0,26412148.35,0.6946859553954573,0.21739130434782636,57.19178082191782,0.5968371219228992,-0.010745282038047033,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1150,6283,淳安,twse,其他電子業,低優先,13.9294867456289,40.9294867456289,27.0,24.1,-0.0020703933747411307,5673846.0,6922529.85,1.4647077859362967,0.11111111111111287,52.000000000000036,0.0157472524241295,-0.007982416160043804,False,False,True,MACD動能擴大、RSI健康、產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
1151,4169,泰宗,twse,化學生技醫療,低優先,13.928984771573596,46.928984771573596,33.0,244.0,0.0990990990990992,40324416.0,63132345.2,0.39807974409434593,0.5,86.22047244094489,5.699295743962871,0.0,True,True,False,接近20日突破、MACD動能擴大、RSI過熱扣分、近漲停過熱扣分、流動性不足扣分
1152,7749,意騰-KY,twse,半導體業,低優先,13.895578147501586,13.895578147501586,0.0,427.0,-0.012716763005780396,85774930.0,259580342.85,1.0585587489433643,0.3870967741935484,20.576131687242807,-4.844790842452458,-0.0025590460989010078,False,False,False,產業相對強
1153,3224,三顧,tpex,電子通路業,低優先,13.779112883732118,32.77911288373212,19.0,38.4,0.0,1262025.0,3317316.1,0.891194249305669,0.28571428571428137,57.98319327731089,0.25017221419346636,-0.004114815475129374,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1154,2022,聚亨,twse,鋼鐵工業,低優先,13.769476259442072,32.76947625944207,19.0,8.13,-0.008536585365853444,11774944.0,6319089.8,1.119222223856178,0.2187500000000007,61.47540983606563,0.06125722310804775,-0.012077057011905756,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1155,3092,鴻碩,twse,電子零組件業,低優先,13.744948750952005,32.744948750952005,19.0,32.4,-0.01966717095310133,22903067.0,31748864.75,0.4474729785699489,0.08695652173913124,57.703927492447114,0.2608818628338766,-0.015413804622760874,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1156,6561,是方,tpex,通信網路業,低優先,13.702927241962776,27.702927241962776,14.0,338.0,-0.004418262150220897,44268133.0,39094554.25,0.8978581959156929,0.5333333333333333,44.70588235294118,0.25246836347558954,0.004399394932693479,False,False,False,MACD動能擴大、流動性不足扣分
1157,2353,宏碁,twse,電子工業,低優先,13.67807155643834,26.67807155643834,13.0,32.8,-0.003039513677811634,967102324.0,1590108109.65,0.9153841453870425,0.26086956521738913,27.125506072874487,-0.48235850451580486,-0.005102080180711122,False,False,True,長上影扣分、收低於VWAP扣分
1158,3653,健策,twse,電子零組件業,低優先,13.667856739988718,18.667856739988718,5.0,3320.0,-0.0292397660818714,2556222595.0,5823036492.25,0.9435742094137989,0.0,30.566037735849065,-29.400378622142014,-0.017059060148085448,False,False,False,收低於VWAP扣分
1159,2328,廣宇,twse,電子零組件業,低優先,13.642041553781887,18.642041553781887,5.0,51.0,-0.00390625,218298482.0,292056391.1,0.6800267612802934,0.12500000000000167,41.79104477611939,-0.07805007963882055,-0.01176802044825942,False,False,False,收低於VWAP扣分
1160,3664,安瑞-KY,tpex,通信網路業,低優先,13.60952622673435,31.60952622673435,18.0,7.6,-0.07878787878787885,166420.0,224503.8,0.6095499858695231,1.0,58.78378378378377,0.13759518229586168,0.004686936666266073,False,False,False,收在高檔、RSI健康、流動性不足扣分
1161,4157,太景*-KY,tpex,生技醫療業,低優先,13.609356428295762,40.60935642829576,27.0,9.2,0.005464480874316724,19658091.0,12088831.5,1.3297085551814618,0.10526315789473488,59.35828877005347,0.11358724226197434,-0.012584080519314034,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1162,6617,共信-KY,tpex,生技醫療業,低優先,13.593406655386346,46.593406655386346,33.0,101.5,0.09611231101511897,38082586.0,21657930.4,0.6164295787884005,0.5,83.29938900203666,3.503417448278964,2.88845930729309e-07,True,True,False,接近20日突破、MACD動能擴大、RSI過熱扣分、近漲停過熱扣分、流動性不足扣分
1163,2380,虹光,twse,電腦及週邊設備業,低優先,13.566598984771566,36.56659898477157,23.0,22.2,0.009090909090909038,2321752.0,3389659.75,0.5270319713544557,0.13333333333333286,50.0,1.5586581433122362,-0.019347458298732967,False,False,False,RSI健康、產業相對強、收低於VWAP扣分、流動性不足扣分
1164,6442,光聖,twse,電子工業,低優先,13.528924268061324,18.528924268061324,5.0,1595.0,-0.027439024390243927,2209895745.0,3141678559.25,0.7352756787007668,0.13636363636363635,34.29951690821255,-29.762616846275336,-0.01722000917287614,False,False,False,收低於VWAP扣分
1165,3305,昇貿,twse,電子工業,低優先,13.517537036535707,26.517537036535707,13.0,136.5,0.003676470588235281,271854939.0,535543042.05,0.9699882132928789,0.35714285714285715,41.379310344827594,-1.0419217990307303,-0.00540681550758948,False,False,True,長上影扣分、收低於VWAP扣分
1166,2509,全坤建,twse,建材營造,低優先,13.503537557559106,27.503537557559106,14.0,13.55,-0.00367647058823517,1262865.0,4537799.15,0.9094108037188592,0.6000000000000014,48.43750000000001,-0.01318004222375277,0.0010368091601240526,False,False,False,RSI健康、流動性不足扣分
1167,6194,育富,tpex,電子零組件業,低優先,13.456435420191859,35.45643542019186,22.0,32.7,0.0015313935681471325,4316084.0,3377179.4,1.09215059380538,0.33333333333334125,51.063829787234134,0.0609925250954525,0.0010657114180354643,False,False,True,MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
1168,6967,汎瑋材料,tpex,電子零組件業,低優先,13.45252440839338,40.45252440839338,27.0,73.3,-0.009459459459459474,7275353.0,3977863.65,1.5988369240631777,0.03703703703703489,56.081081081081074,0.3643755512141958,-0.014996550682832788,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1169,6243,迅杰,twse,電子工業,低優先,13.417855143717624,35.417855143717624,22.0,41.2,0.027431421446383997,17090998.0,59194283.75,1.1678727514165206,0.41509433962264225,69.35483870967742,0.23172244912629658,-0.0039752388947678075,False,False,True,長上影扣分、流動性不足扣分
1170,5016,松和,tpex,鋼鐵工業,低優先,13.373778905809367,27.373778905809367,14.0,24.35,0.002057613168724215,659817.0,827605.65,1.2668091340904637,1.0,31.81818181818184,-0.048410767303829205,0.0019482674741633232,False,False,False,收在高檔、流動性不足扣分
1171,4502,健信,tpex,電機機械,低優先,13.37276367738297,27.37276367738297,14.0,15.75,0.0,118450.0,336789.4,0.525235803121783,1.0,50.0,0.00023103981300896803,0.004037568594343677,False,False,False,收在高檔、RSI健康、流動性不足扣分
1172,2236,百達-KY,twse,汽車工業,低優先,13.3639401479712,38.3639401479712,25.0,184.0,0.0,308446991.0,108869049.9,1.0059336101489726,0.4117647058823529,95.49549549549549,5.1216065491929506,-0.006461294997687328,True,False,False,接近20日突破、MACD動能擴大、RSI過熱扣分、收低於VWAP扣分、流動性不足扣分
1173,6469,大樹,tpex,生技醫療業,低優先,13.304616753161618,40.30461675316162,27.0,77.1,0.005215123859191539,34102850.0,40246463.0,1.0581441116975951,0.266666666666661,57.692307692307665,0.2848768660598602,-0.00445540768586794,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1174,2535,達欣工,twse,建材營造,低優先,13.283611056998406,27.283611056998406,14.0,90.0,0.007838745800671898,25907143.0,58486124.4,0.7149959966546302,0.8333333333333314,32.39436619718309,-1.2219909054775946,0.0026396967044957087,False,False,False,收在高檔、流動性不足扣分
1175,2308,台達電,twse,電子零組件業,低優先,13.271917653694302,18.271917653694302,5.0,1995.0,-0.03855421686746985,18891547485.0,30004406099.6,0.8460150688661398,0.0,36.96969696969697,-11.203624243682881,-0.02633272580740098,False,False,False,收低於VWAP扣分
1176,2945,三商家購,twse,貿易百貨,低優先,13.242887760857307,27.242887760857307,14.0,42.0,0.0023866348448686736,480971.0,1282610.1,0.38823315535386044,1.0,40.77669902912619,-0.14119903583494414,0.007012896827459425,False,False,False,收在高檔、流動性不足扣分
1177,5902,德記,tpex,居家生活類,低優先,13.228973491257754,27.228973491257754,14.0,33.85,-0.001474926253687281,339086.0,1347777.15,0.4111053757097559,1.0,21.17647058823529,0.013107881748092187,0.0017657762337579541,False,False,False,收在高檔、MACD動能擴大、流動性不足扣分
1178,6114,久威,tpex,電子零組件業,低優先,13.194724352786082,32.19472435278608,19.0,32.15,-0.022796352583586588,4045079.0,3461533.2,0.36458987159106243,0.0952380952380962,59.37499999999998,0.3273755321132431,-0.012040654830227093,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1179,2924,宏太-KY,tpex,居家生活類,低優先,13.191156232374507,31.191156232374507,18.0,17.85,-0.05804749340369386,35100.0,145720.85,0.991768322919766,1.0,65.00000000000001,0.17169179054368428,0.017094017094017033,False,False,False,收在高檔、RSI健康、流動性不足扣分
1180,6835,圓裕,twse,電子零組件業,低優先,13.134861816130822,35.13486181613082,22.0,35.4,0.01578192252510746,6857977.0,2848774.55,2.423519231492745,0.49999999999999745,35.41666666666664,-0.06805931213997174,-0.0024733824566633977,False,False,True,量破5日高、長上影扣分、流動性不足扣分
1181,6028,公勝保經,tpex,金融業,低優先,13.129283699943596,27.129283699943596,14.0,78.5,-0.007585335018963302,4515713.0,2076564.55,1.4543704566753628,0.0,43.750000000000036,0.022317336682455002,-0.0018254038730981526,False,False,False,量破5日高、流動性不足扣分
1182,6722,輝創,twse,其他電子業,低優先,13.110112803158486,27.110112803158486,14.0,35.2,0.012949640287769792,742115.0,2799796.5,0.26573987065391635,1.0,25.308641975308618,-0.15958870298599326,0.0033291336248426617,False,False,False,收在高檔、產業相對強、流動性不足扣分
1183,1337,再生-KY,twse,塑膠工業,低優先,13.104613888284483,40.10461388828448,27.0,5.55,-0.010695187165775444,22525410.0,4798109.5,1.9156409835958552,0.18181818181818124,69.69696969696965,0.07173662086084646,-0.01673283638344436,False,False,True,量比>1.8、MACD動能擴大、長上影扣分、收低於VWAP扣分、流動性不足扣分
1184,2317,鴻海,twse,電子工業,低優先,13.09140037063895,26.09140037063895,13.0,242.0,0.006237006237006293,10638459575.0,17461696049.3,0.776273176169546,0.21428571428571427,25.714285714285722,-3.403455619089817,-0.006073458901120987,False,False,True,長上影扣分、收低於VWAP扣分
1185,4933,友輝,tpex,光電業,低優先,13.089289340101502,35.0892893401015,22.0,68.6,0.0029239766081869956,8991329.0,25192426.9,0.7766613682287978,0.5333333333333314,39.53488372093021,0.10605318656437623,0.0005650777543564356,False,False,True,MACD動能擴大、長上影扣分、流動性不足扣分
1186,2906,高林,twse,貿易百貨,低優先,13.066999435984194,27.066999435984194,14.0,14.25,-0.017241379310344862,11313708.0,16062881.5,0.3203392795816675,0.2499999999999989,62.37623762376238,0.10812053955288309,-0.003718674726270188,False,False,False,RSI健康、流動性不足扣分
1187,2417,圓剛,twse,電子工業,低優先,13.051951494641884,32.051951494641884,19.0,47.45,-0.001052631578947305,61268237.0,69503956.9,0.5912862012716728,0.03333333333333618,54.035087719298275,0.2600104023648113,-0.012058235819646601,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1188,2241,艾姆勒,twse,汽車工業,低優先,13.011517396969886,32.011517396969886,19.0,46.35,-0.02626050420168069,128211564.0,198902532.55,1.4984353094539582,0.06896551724138027,54.1095890410959,-0.3929319809881151,-0.019723376512277846,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1189,5223,安力-KY,tpex,電腦及週邊設備業,低優先,13.009180007809427,35.00918000780943,22.0,25.4,0.001972386587770991,920778.0,1344370.35,0.8735268283736958,0.2307692307692291,47.29729729729725,0.0007274394176250941,-0.0014096774684017044,False,False,True,MACD動能擴大、RSI健康、產業相對強、長上影扣分、流動性不足扣分
1190,4711,永純,tpex,化學工業,低優先,12.957247602932902,31.957247602932902,19.0,17.6,-0.011235955056179692,3785116.0,4615054.5,1.066422509080614,0.08333333333333481,54.054054054054056,0.02964327150363738,-0.012161106819447487,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1191,6527,明達醫,tpex,生技醫療業,低優先,12.921396585243706,34.921396585243706,22.0,73.0,0.0,1116860.0,1500397.95,1.048269805987761,0.0,56.578947368421055,0.016172771131609753,-0.001271421664308936,False,False,True,MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
1192,6491,晶碩,twse,生技醫療業,低優先,12.898019816737666,31.898019816737666,19.0,374.0,0.00402684563758382,776609138.0,264165089.2,1.1809929634691283,0.030303030303030304,87.05882352941177,4.331832625290636,-0.018611660992327916,False,False,True,MACD動能擴大、RSI過熱扣分、長上影扣分、收低於VWAP扣分
1193,3303,岱稜,tpex,其他電子類,低優先,12.88924421883813,31.88924421883813,19.0,57.7,-0.015358361774744034,34489601.0,103461641.65,1.4418430011102947,0.0,33.11688311688313,-0.3923742544613411,-0.013233264136630618,False,False,False,量破5日高、收低於VWAP扣分、流動性不足扣分
1194,6125,廣運,tpex,電機機械,低優先,12.873525098702764,39.873525098702764,27.0,60.1,0.00670016750418756,72371471.0,101761197.1,1.172627337077221,0.25,46.3687150837989,-0.15460457811232886,-0.007206712711421814,False,False,True,量破5日高、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1195,6504,南六,twse,其他,低優先,12.868279751832993,34.86827975183299,22.0,36.3,0.0013793103448274113,1743786.0,1660338.05,1.009820297806632,0.4444444444444392,56.36363636363659,0.1905030528882502,-0.0007740055259074508,False,False,True,MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
1196,2731,雄獅,twse,觀光餐旅,低優先,12.782357586012406,26.782357586012406,14.0,150.5,0.0033333333333334103,72936860.0,187450888.05,0.725321661070848,0.3333333333333333,41.66666666666667,0.04937784573874948,0.00020572588400424863,False,False,False,MACD動能擴大、流動性不足扣分
1197,3118,進階,tpex,生技醫療業,低優先,12.727924421883799,34.7279244218838,22.0,32.0,0.007874015748031482,531104.0,1554281.5,1.190003453038674,0.3999999999999991,70.21276595744675,0.08882283848028388,-0.0033138519009459078,False,False,True,MACD動能擴大、長上影扣分、流動性不足扣分
1198,9939,宏全,twse,其他,低優先,12.722082898030088,20.722082898030088,8.0,124.0,0.016393442622950838,245235134.0,257149537.15,0.5602172724397391,0.42857142857142855,32.72727272727272,-1.4286984203881123,0.0003854504795386404,False,False,True,長上影扣分
1199,3058,立德,twse,電子工業,低優先,12.699667230682458,39.69966723068246,27.0,9.65,0.0010373443983402453,16281757.0,9119679.4,1.3813978283475252,0.0,53.389830508474574,-0.0005295176133890828,-0.023525384883216094,False,False,True,量破5日高、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1200,5288,豐祥-KY,twse,電機機械,低優先,12.676489721461131,34.67648972146113,22.0,186.5,0.008108108108108025,17050487.0,56404053.35,0.6960728878836695,0.4,55.0,-0.759278342202979,-0.0008807666314751827,False,False,True,RSI健康、長上影扣分、流動性不足扣分
1201,7782,光速火箭,tpex,居家生活類,低優先,12.63281992661343,26.63281992661343,14.0,26.75,-0.0092592592592593,173394.0,555327.9,1.30846415277553,0.0,60.126582278481024,0.08241122720418503,-0.002162704591854414,False,False,False,RSI健康、流動性不足扣分
1202,6240,松崗,tpex,資訊服務業,低優先,12.623970791678381,39.62397079167838,27.0,18.4,0.01939058171745134,168635.0,243050.8,0.5537768579950089,0.2499999999999989,56.962025316455666,0.02113143809713789,-0.00730453345983928,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1203,3268,海德威,tpex,半導體業,低優先,12.599731323386173,31.599731323386173,19.0,22.35,-0.011061946902654829,5187111.0,10335431.8,0.5849538696621578,0.18181818181818415,63.63636363636364,-0.010157214195961495,-0.014949246314566955,False,False,False,RSI健康、產業相對強、收低於VWAP扣分、流動性不足扣分
1204,6855,數泓科,tpex,其他電子類,低優先,12.573761985335587,34.57376198533559,22.0,120.5,-0.004132231404958664,1688970.0,1458234.55,1.7011672774043245,0.5,39.99999999999999,-0.7991924620208508,0.00026051380427127846,False,False,True,量破5日高、長上影扣分、流動性不足扣分
1205,8935,邦泰,tpex,其他,低優先,12.567645734383674,31.567645734383674,19.0,23.35,-0.012684989429175397,24826144.0,22604115.85,0.5751656477198077,0.10344827586207049,56.906077348066304,0.17199617153666924,-0.021200877993779454,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1206,6782,視陽,twse,生技醫療業,低優先,12.564999008860028,31.564999008860028,19.0,208.5,-0.004773269689737458,87047919.0,53362078.25,1.104758063781846,0.14285714285714285,70.37037037037037,1.9139055465496022,-0.01188278263148368,False,False,False,MACD動能擴大、收低於VWAP扣分、流動性不足扣分
1207,1213,大飲,twse,食品工業,低優先,12.51765127709291,26.51765127709291,14.0,7.58,-0.040506329113924044,678651.0,221795.75,2.2104371830765315,0.6785714285714294,32.534246575342465,-0.01693824947062278,0.008825979774582215,False,False,False,量破5日高、流動性不足扣分
1208,2903,遠百,twse,貿易百貨,低優先,12.509892836999438,26.509892836999438,14.0,22.55,0.0226757369614512,51129725.0,90334656.55,0.4910932891721197,1.0,30.588235294117638,-0.18986750019261087,0.00643268568332811,False,False,False,收在高檔、流動性不足扣分
1209,6684,安格,tpex,半導體業,低優先,12.506689227298374,39.506689227298374,27.0,60.0,0.016949152542372836,47905256.0,103084170.05,0.5264082716875601,0.25925925925926,63.39031339031339,0.16373186467139034,-0.007934327707172617,False,False,True,RSI健康、產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
1210,2706,第一店,twse,觀光餐旅,低優先,12.490125498059214,34.490125498059214,22.0,12.65,0.0,1742882.0,1846597.65,0.8336766370133065,0.33333333333333726,71.42857142857139,0.023273897420200515,-0.001221052257123545,True,False,True,接近20日突破、長上影扣分、流動性不足扣分
1211,6516,勤崴國際,tpex,資訊服務業,低優先,12.420225606316961,34.42022560631696,22.0,57.8,0.0017331022530329143,1115179.0,4279570.3,0.5358582909262812,0.3999999999999986,56.47058823529409,0.15022920398926465,-0.0012311924812070663,False,False,True,MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
1212,6171,大城地產,tpex,建材營造,低優先,12.408406249996169,26.40840624999617,14.0,23.9,-0.004166666666666763,410037.0,648664.5,0.7166697338263095,0.19999999999998863,50.0,0.0026944525671458996,-0.0012450095966949348,False,False,False,MACD動能擴大、RSI健康、流動性不足扣分
1213,8227,巨有科技,tpex,半導體業,低優先,12.397345412192756,25.397345412192756,13.0,201.0,-0.033653846153846145,303196226.0,333898426.1,0.526518597497695,0.05555555555555555,57.692307692307686,2.0157517449692213,-0.029673680700761706,False,False,True,RSI健康、產業相對強、長上影扣分、收低於VWAP扣分
1214,1538,正峰,twse,電機機械,低優先,12.265149464185,30.265149464185,18.0,10.7,-0.044642857142857095,126060.0,80248.0,2.3070860086893,1.0,34.883720930232556,-0.012939468705310209,0.018647469458987764,False,False,False,量破5日高、收在高檔、流動性不足扣分
1215,6997,博弘,tpex,數位雲端類,低優先,12.249926677946984,26.249926677946984,14.0,72.1,0.001388888888888884,409519.0,427304.95,1.352285183243578,1.0,28.571428571428527,-0.22754642819583948,-0.0008583240338055909,False,False,False,收在高檔、流動性不足扣分
1216,3150,鈺寶-創,twse,電子工業,低優先,12.238499717992134,26.238499717992134,14.0,19.05,-0.005221932114882422,1096619.0,1723580.2,0.8649868315482103,0.6666666666666693,55.91397849462367,-0.01426239408340832,0.007568763627112229,False,False,False,RSI健康、流動性不足扣分
1217,6903,巨漢,tpex,其他電子類,低優先,12.170773952130642,17.17077395213064,5.0,392.5,-0.02846534653465349,263744123.0,317697275.55,0.6768526383350909,0.0625,46.0,1.7725471587996346,-0.010034159130817955,False,False,False,RSI健康、收低於VWAP扣分
1218,1309,台達化,twse,塑膠工業,低優先,12.152583192329374,31.152583192329374,19.0,15.6,-0.06586826347305386,265201752.0,78829704.75,1.7679869072156467,0.16666666666666594,56.20437956204379,0.23182907720238266,-0.019161538570831138,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1219,2425,承啟,twse,電腦及週邊設備業,低優先,12.13784332555906,31.13784332555906,19.0,41.6,-0.017709563164108655,62986970.0,186519032.3,0.29651822092381847,0.21621621621621612,57.33634311512416,0.06409325517184805,-0.007345474786292994,False,False,False,RSI健康、產業相對強、收低於VWAP扣分、流動性不足扣分
1220,9911,櫻花,twse,居家生活,低優先,12.072343810894466,31.072343810894466,19.0,84.5,-0.008215962441314617,41392319.0,29671873.65,1.1487620868694932,0.0,56.75675675675676,0.15725230118759667,-0.00461351295635315,False,False,False,MACD動能擴大、RSI健康、收低於VWAP扣分、流動性不足扣分
1221,3289,宜特,tpex,其他電子類,低優先,12.061227436272798,17.061227436272798,5.0,169.0,-0.061111111111111116,912035298.0,616039435.2,0.8508266575718391,0.0,50.0,1.1190051836644817,-0.03053918753043694,False,False,False,RSI健康、收低於VWAP扣分
1222,8289,泰藝,tpex,電子零組件業,低優先,12.044176117087513,17.044176117087513,5.0,63.5,-0.03201219512195108,237096562.0,313061804.05,0.8147305767612429,0.23913043478260892,39.64912280701754,-0.4474590923459556,-0.010073941941005526,False,False,False,收低於VWAP扣分
1223,5475,德宏,tpex,電子零組件業,低優先,12.029264678575647,17.029264678575647,5.0,226.5,-0.05031446540880502,243739197.0,488208082.35,0.8679847307799767,0.0,46.42857142857143,-0.8570369118926173,-0.024219842654195745,False,False,False,RSI健康、收低於VWAP扣分
1224,2704,國賓,twse,觀光餐旅,低優先,11.983982420733312,33.98398242073331,22.0,45.1,0.0044543429844099425,3156579.0,6468783.15,0.7199864449944035,0.5555555555555608,54.491017964071844,-0.08978582894353904,0.0017478732513902528,False,False,True,RSI健康、長上影扣分、流動性不足扣分
1225,1457,宜進,twse,紡織纖維,低優先,11.973874788494022,33.97387478849402,22.0,14.7,0.0,2327027.0,3854633.15,0.6981627366159153,0.19999999999999574,54.54545454545451,0.045450845112899166,-0.0016813298685404154,False,False,True,MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
1226,4555,氣立,twse,電機機械,低優先,11.947810431323653,38.94781043132365,27.0,50.4,0.01921132457027297,14129917.0,21693057.55,0.6737099279844863,0.2105263157894731,63.8364779874214,0.18785081161878073,-0.008152135642410352,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1227,8454,富邦媒,twse,數位雲端,低優先,11.940839500580246,16.940839500580246,5.0,281.0,-0.04095563139931746,408982150.0,827592334.6,0.6659997957555177,0.030303030303030304,37.65432098765432,-12.09526475144655,-0.013327464291534419,False,False,False,收低於VWAP扣分
1228,6248,沛波,tpex,鋼鐵工業,低優先,11.93088550479414,33.93088550479414,22.0,18.5,0.0027100271002711285,2242635.0,2670969.9,0.6061328725729587,0.3333333333333333,61.53846153846149,0.053055966455663045,0.00011125305722958778,False,False,True,MACD動能擴大、RSI健康、長上影扣分、流動性不足扣分
1229,3232,昱捷,tpex,電子通路業,低優先,11.924653130287652,25.924653130287652,14.0,22.3,-0.004464285714285587,690722.0,1891744.55,0.5519398536885494,1.0,41.30434782608694,-0.09093468470915171,0.0020959228169943334,False,False,False,收在高檔、流動性不足扣分
1230,8155,博智,tpex,電子零組件業,低優先,11.907349512155598,16.907349512155598,5.0,373.5,-0.02860858257477239,246468581.0,440516338.25,0.803247102320468,0.0,49.00398406374502,-0.6244764454543106,-0.015467910694872744,False,False,False,RSI健康、收低於VWAP扣分
1231,5230,雷笛克光學,tpex,光電業,低優先,11.880406091370567,33.88040609137057,22.0,21.05,-0.004728132387706752,22166883.0,38568457.55,0.9309572196685961,0.40000000000000097,56.317689530685925,-0.06800581887512669,-0.0029604951674983004,False,False,True,RSI健康、長上影扣分、流動性不足扣分
1232,5468,凱鈺,tpex,半導體業,低優先,11.810753109508113,34.81075310950811,23.0,34.05,0.013392857142856984,7749643.0,29583978.45,0.6503294597489936,0.1403508771929819,71.92224622030238,0.26245080520192765,-0.020044187841943173,False,False,False,產業相對強、收低於VWAP扣分、流動性不足扣分
